"","ppt","word","type","correct_reponse","key_resp_lextale_trial.keys","key_resp_lextale_trial.corr","key_resp_lextale_trial.rt","is_correct","log_rt"
"1","sl3_01","panté","pseudoword","0","0","1",0.91,1,-0.0943106794712413
"2","sl3_01","tapón","non_cognate","1","1","0",1.684,1,0.521171915820135
"3","sl3_01","ozoso","pseudoword","0","0","1",1.153,1,0.142367241286922
"4","sl3_01","anfia","pseudoword","0","0","1",0.719,1,-0.32989392126109
"5","sl3_01","tradía","pseudoword","0","0","1",1.633,1,0.490418813988328
"6","sl3_01","olzan","pseudoword","0","0","1",1.032,1,0.031498667059371
"7","sl3_01","dogue","pseudoword","0","0","1",1.197,1,0.179818426575836
"8","sl3_01","plan","three_way_cognate","1","1","0",1.534,1,0.427878702945064
"9","sl3_01","moral","three_way_cognate","1","1","0",0.916,1,-0.0877389143080067
"10","sl3_01","gió","pseudoword","0","0","1",1,1,0
"11","sl3_01","aura","three_way_cognate","1","1","0",1.267,1,0.236651901339002
"12","sl3_01","harvé","pseudoword","0","0","1",0.884,1,-0.123298216344494
"13","sl3_01","densó","pseudoword","0","0","1",1.171,1,0.15785808461558
"14","sl3_01","cricó","pseudoword","0","0","1",1.137,1,0.128393214768399
"15","sl3_01","torta","non_cognate","1","1","0",0.952,1,-0.0491902441907718
"16","sl3_01","enorme","non_cognate","1","1","0",0.788,1,-0.238257189124258
"17","sl3_01","aviso","non_cognate","1","1","0",0.823,1,-0.194799078305067
"18","sl3_01","jauda","pseudoword","0","0","1",0.935,1,-0.06720874969345
"19","sl3_01","maldad","non_cognate","1","1","0",0.792,1,-0.233193887167711
"20","sl3_01","equipo","non_cognate","1","1","0",0.698,1,-0.359536176219765
"21","sl3_01","entodo","pseudoword","0","0","1",0.908,1,-0.0965109003808437
"22","sl3_01","fuar","pseudoword","0","0","1",1.134,1,0.12575120530556
"23","sl3_01","listo","non_cognate","1","1","0",0.732,1,-0.311974765020825
"24","sl3_01","altar","three_way_cognate","1","1","0",1.47,1,0.385262400790645
"25","sl3_01","chote","pseudoword","0","0","1",0.755,1,-0.281037529733112
"26","sl3_01","hueas","pseudoword","0","0","1",0.936,1,-0.066139802504545
"27","sl3_01","prave","pseudoword","0","0","1",0.756,1,-0.279713902802604
"28","sl3_01","total","two_way_cognate","1","1","0",0.655,1,-0.423120043346885
"29","sl3_01","emén","pseudoword","0","0","1",0.831,1,-0.185125484126689
"30","sl3_01","diabo","pseudoword","0","0","1",1.065,1,0.0629747991613884
"31","sl3_01","kilo","three_way_cognate","1","1","0",0.832,1,-0.183922838160928
"32","sl3_01","arane","pseudoword","0","0","1",0.765,1,-0.267879445155601
"33","sl3_01","dubo","pseudoword","0","0","1",0.84,1,-0.174353387144778
"34","sl3_01","trugo","pseudoword","0","0","1",0.753,1,-0.283690051182243
"35","sl3_01","pegar","non_cognate","1","1","0",1.23,1,0.207014169384326
"36","sl3_01","grigir","pseudoword","0","0","1",0.821,1,-0.197232169529709
"37","sl3_01","collar","two_way_cognate","1","1","0",1.136,1,0.12751332029896
"38","sl3_01","guerra","non_cognate","1","1","0",0.875,1,-0.133531392624523
"39","sl3_01","punta","non_cognate","1","1","0",1.133,1,0.124868982045869
"40","sl3_01","sacar","non_cognate","1","1","0",0.882,1,-0.125563222975346
"41","sl3_01","samón","pseudoword","0","0","1",0.865,1,-0.145025772050258
"42","sl3_01","llevar","non_cognate","1","1","0",1.036,1,0.0353671438372913
"43","sl3_01","vinzó","pseudoword","0","0","1",0.584,1,-0.53785429615391
"44","sl3_01","diroco","pseudoword","0","0","1",0.999,1,-0.00100050033358353
"45","sl3_01","seled","pseudoword","0","0","1",1.067,1,0.0648509723196163
"46","sl3_01","cengo","pseudoword","0","0","1",0.884,1,-0.123298216344494
"47","sl3_01","suelo","non_cognate","1","1","0",0.733,1,-0.310609577095486
"48","sl3_01","suelet","pseudoword","0","0","1",0.831,1,-0.185125484126689
"49","sl3_01","editor","two_way_cognate","1","1","0",0.726,1,-0.320205264157341
"50","sl3_01","dobbo","pseudoword","0","0","1",0.743,1,-0.297059234264378
"51","sl3_01","mafia","three_way_cognate","1","1","0",0.681,1,-0.384192972832625
"52","sl3_01","tobre","pseudoword","0","0","1",0.669,1,-0.401971218853909
"53","sl3_01","ánimo","non_cognate","1","1","0",1.382,1,0.323531725345478
"54","sl3_01","leniz","pseudoword","0","0","1",0.647,1,-0.435408984481236
"55","sl3_01","huenos","pseudoword","0","0","1",0.915,1,-0.0888312137066157
"56","sl3_01","rizate","pseudoword","0","0","1",0.784,1,-0.243346258631729
"57","sl3_01","estulo","pseudoword","0","0","1",0.734,1,-0.309246250367621
"58","sl3_01","vien","pseudoword","0","0","1",0.702,1,-0.353821874956326
"59","sl3_01","civas","pseudoword","0","0","1",0.681,1,-0.384192972832625
"60","sl3_01","patada","non_cognate","1","1","0",1.115,1,0.108854404912082
"61","sl3_01","bará","pseudoword","0","0","1",0.601,1,-0.50916034444693
"62","sl3_01","portal","three_way_cognate","1","1","0",0.918,1,-0.0855578883616465
"63","sl3_01","civil","two_way_cognate","1","1","0",1.041,1,0.0401817896328318
"64","sl3_01","tator","pseudoword","0","0","1",1.031,1,0.0305292050348228
"65","sl3_01","regalo","non_cognate","1","1","0",0.834,1,-0.18152187662339
"66","sl3_01","albino","three_way_cognate","1","1","0",1.115,1,0.108854404912082
"67","sl3_01","pasta","two_way_cognate","1","1","0",0.691,1,-0.369615455214467
"68","sl3_01","prías","pseudoword","0","0","1",0.706,1,-0.348140041488895
"69","sl3_01","cobén","pseudoword","0","0","1",0.682,1,-0.382725621138675
"70","sl3_01","animal","two_way_cognate","1","1","0",0.887,1,-0.119910296672558
"71","sl3_01","boñaz","pseudoword","0","0","1",1.392,1,0.330741561912228
"72","sl3_01","pitis","pseudoword","0","0","1",1.121,1,0.114221144090023
"73","sl3_01","nocó","pseudoword","0","0","1",0.921,1,-0.0822952427268302
"74","sl3_01","siglo","non_cognate","1","1","0",1.1,1,0.0953101798043249
"75","sl3_01","diebro","pseudoword","0","0","1",0.725,1,-0.321583624127462
"76","sl3_01","parre","pseudoword","0","0","1",0.717,1,-0.332679438382517
"77","sl3_01","suave","non_cognate","1","1","0",0.815,1,-0.204567165741274
"78","sl3_01","llamar","non_cognate","1","1","0",0.666,1,-0.406465608441748
"79","sl3_01","colcha","non_cognate","1","1","0",1.198,1,0.180653499693258
"80","sl3_01","chocar","non_cognate","1","1","0",1.101,1,0.0962188577405429
"81","sl3_01","vueras","pseudoword","0","0","1",0.814,1,-0.205794912979597
"82","sl3_01","laras","pseudoword","0","0","1",0.826,1,-0.191160505461159
"83","sl3_01","medium","pseudoword","0","0","1",1.017,1,0.0168571170664228
"84","sl3_01","pupica","pseudoword","0","0","1",1.664,1,0.509224342399017
"85","sl3_01","dibrea","pseudoword","0","0","1",1.578,1,0.456158222423683
"86","sl3_01","piano","two_way_cognate","1","1","0",0.819,1,-0.199671195129068
"87","sl3_01","nocita","pseudoword","0","0","1",0.748,1,-0.29035230100766
"88","sl3_01","losco","pseudoword","0","0","1",0.792,1,-0.233193887167711
"89","sl3_01","bugor","pseudoword","0","0","1",0.867,1,-0.142716302201595
"90","sl3_01","plago","pseudoword","0","0","1",0.62,1,-0.478035800943
"91","sl3_01","tumor","three_way_cognate","1","1","0",0.93,1,-0.0725706928348354
"92","sl3_01","actor","two_way_cognate","1","1","0",1.018,1,0.017839918128331
"93","sl3_01","trcia","pseudoword","0","0","1",0.773,1,-0.257476230394715
"94","sl3_01","gotro","pseudoword","0","0","1",0.733,1,-0.310609577095486
"95","sl3_01","gino","pseudoword","0","0","1",0.923,1,-0.0801260444792849
"96","sl3_01","desaro","pseudoword","0","0","1",0.735,1,-0.3078847797693
"97","sl3_01","trauma","three_way_cognate","1","1","0",0.804,1,-0.218156009803171
"98","sl3_01","frasis","pseudoword","0","0","1",0.9,1,-0.105360515657826
"99","sl3_01","rizado","non_cognate","1","1","0",1.474,1,0.387979793767145
"100","sl3_01","tecia","pseudoword","0","0","1",1.288,1,0.253090627682162
"101","sl3_01","kugis","pseudoword","0","0","1",0.888,1,-0.118783535989967
"102","sl3_01","esís","pseudoword","0","0","1",0.934,1,-0.0682788407532944
"103","sl3_01","pico","non_cognate","1","1","0",1.822,1,0.599934798837767
"104","sl3_01","próces","pseudoword","0","0","1",0.887,1,-0.119910296672558
"105","sl3_01","hilo","non_cognate","1","1","0",0.898,1,-0.107585210679937
"106","sl3_01","color","two_way_cognate","1","1","0",0.548,1,-0.601479992034121
"107","sl3_01","épinas","pseudoword","0","0","1",1.815,1,0.596085467716814
"108","sl3_01","disco","three_way_cognate","1","1","0",1.496,1,0.402794879552285
"109","sl3_01","muñeca","non_cognate","1","1","0",0.924,1,-0.0790432073404529
"110","sl3_01","aljizo","pseudoword","0","0","1",0.707,1,-0.346724613085564
"111","sl3_01","hurcos","pseudoword","0","0","1",0.885,1,-0.122167633974208
"112","sl3_01","sierra","non_cognate","1","1","0",1.82,1,0.598836501088704
"113","sl3_01","edioso","pseudoword","0","0","1",1.257,1,0.22872792960811
"114","sl3_01","rúo","pseudoword","0","0","1",0.753,1,-0.283690051182243
"115","sl3_01","brillo","non_cognate","1","1","0",0.914,1,-0.089924707527987
"116","sl3_01","drama","three_way_cognate","1","1","0",1.493,1,0.400787518557053
"117","sl3_01","mango","three_way_cognate","1","1","0",1.131,1,0.123102197133983
"118","sl3_01","inichó","pseudoword","0","0","1",0.767,1,-0.265268477614881
"119","sl3_01","listo","non_cognate","1","1","0",0.666,1,-0.406465608441748
"120","sl3_01","martir","pseudoword","0","0","1",1.249,1,0.222343231143441
"121","sl3_01","mauja","pseudoword","0","0","1",0.625,1,-0.470003629245736
"122","sl3_01","monue","pseudoword","0","0","1",0.678,1,-0.388607991041741
"123","sl3_01","asumie","pseudoword","0","0","1",1.231,1,0.207826847202317
"124","sl3_01","nasce","pseudoword","0","0","1",0.731,1,-0.313341819232359
"125","sl3_01","caro","non_cognate","1","1","0",0.851,1,-0.161343150408763
"126","sl3_01","vigor","two_way_cognate","1","1","0",1.741,1,0.554459660786052
"127","sl3_01","barbs","pseudoword","0","0","1",0.794,1,-0.230671817735001
"128","sl3_01","ceme","pseudoword","0","0","1",0.702,1,-0.353821874956326
"129","sl3_01","feo","non_cognate","1","1","0",1.069,1,0.0667236320429081
"130","sl3_01","horror","three_way_cognate","1","1","0",1.183,1,0.16805358499625
"131","sl3_01","lidena","pseudoword","0","0","1",0.948,1,-0.0534007767271153
"132","sl3_01","plural","three_way_cognate","1","1","0",0.833,1,-0.182721636815294
"133","sl3_01","tapa","non_cognate","1","1","0",0.92,1,-0.083381608939051
"134","sl3_01","pabea","pseudoword","0","0","1",0.731,1,-0.313341819232359
"135","sl3_01","molor","pseudoword","0","0","1",0.806,1,-0.215671536475509
"136","sl3_01","puñal","non_cognate","1","1","0",1.398,1,0.335042643811618
"137","sl3_01","nomata","pseudoword","0","0","1",1.032,1,0.031498667059371
"138","sl3_01","mibro","pseudoword","0","0","1",0.643,1,-0.441610554744518
"139","sl3_02","pupica","pseudoword","0","0","1",0.792,1,-0.233193887167711
"140","sl3_02","dobbo","pseudoword","0","0","1",0.658,1,-0.41855034765682
"141","sl3_02","vueras","pseudoword","0","0","1",0.898,1,-0.107585210679937
"142","sl3_02","pegar","non_cognate","1","1","0",0.696,1,-0.362405618647717
"143","sl3_02","extra","three_way_cognate","1","1","0",0.864,1,-0.146182510178081
"144","sl3_02","aurora","two_way_cognate","1","1","0",0.664,1,-0.409473129505703
"145","sl3_02","equipo","non_cognate","1","1","0",0.566,1,-0.569161200778954
"146","sl3_02","suave","non_cognate","1","1","0",0.667,1,-0.404965233066513
"147","sl3_02","rúo","pseudoword","0","0","1",0.631,1,-0.460449416440924
"148","sl3_02","cobén","pseudoword","0","0","1",0.678,1,-0.388607991041741
"149","sl3_02","lidena","pseudoword","0","0","1",0.711,1,-0.341082849178896
"150","sl3_02","panté","pseudoword","0","0","1",0.703,1,-0.352398387171472
"151","sl3_02","mango","three_way_cognate","1","1","0",0.598,1,-0.514164525031505
"152","sl3_02","rumor","two_way_cognate","1","1","0",0.804,1,-0.218156009803171
"153","sl3_02","suelo","non_cognate","1","1","0",0.565,1,-0.570929547835696
"154","sl3_02","llamar","non_cognate","1","1","0",0.562,1,-0.576253429088446
"155","sl3_02","tobre","pseudoword","0","0","1",0.862,1,-0.148500008318444
"156","sl3_02","horror","three_way_cognate","1","1","0",0.627,1,-0.466808738349216
"157","sl3_02","trauma","three_way_cognate","1","1","0",0.631,1,-0.460449416440924
"158","sl3_02","lobe","pseudoword","0","0","1",0.7,1,-0.356674943938732
"159","sl3_02","animal","two_way_cognate","1","1","0",0.533,1,-0.629233854816292
"160","sl3_02","plan","three_way_cognate","1","1","0",0.665,1,-0.407968238326283
"161","sl3_02","asumie","pseudoword","0","0","1",0.73,1,-0.3147107448397
"162","sl3_02","gino","pseudoword","0","0","1",0.73,1,-0.3147107448397
"163","sl3_02","flecha","non_cognate","1","1","0",0.764,1,-0.269187489815617
"164","sl3_02","gió","pseudoword","0","0","1",0.665,1,-0.407968238326283
"165","sl3_02","pico","non_cognate","1","1","0",0.629,1,-0.463624022281697
"166","sl3_02","colcha","non_cognate","1","1","0",0.797,1,-0.226900600191922
"167","sl3_02","estulo","pseudoword","0","0","1",0.765,1,-0.267879445155601
"168","sl3_02","jauda","pseudoword","0","0","1",0.732,1,-0.311974765020825
"169","sl3_02","vien","pseudoword","0","0","1",0.767,1,-0.265268477614881
"170","sl3_02","rostro","non_cognate","1","1","0",1.363,1,0.309688152714396
"171","sl3_02","ceme","pseudoword","0","0","1",0.664,1,-0.409473129505703
"172","sl3_02","altar","three_way_cognate","1","1","0",0.767,1,-0.265268477614881
"173","sl3_02","vinzó","pseudoword","0","0","1",0.764,1,-0.269187489815617
"174","sl3_02","plural","three_way_cognate","1","1","0",0.694,1,-0.365283318475333
"175","sl3_02","virios","pseudoword","0","0","1",0.797,1,-0.226900600191922
"176","sl3_02","seled","pseudoword","0","0","1",0.734,1,-0.309246250367621
"177","sl3_02","bugor","pseudoword","0","0","1",0.733,1,-0.310609577095486
"178","sl3_02","moral","three_way_cognate","1","1","0",0.631,1,-0.460449416440924
"179","sl3_02","hilo","non_cognate","1","1","0",0.727,1,-0.318828801448618
"180","sl3_02","entodo","pseudoword","0","0","1",0.729,1,-0.316081546973479
"181","sl3_02","kugis","pseudoword","0","0","1",0.729,1,-0.316081546973479
"182","sl3_02","fomeó","pseudoword","0","0","1",0.66,1,-0.415515443961666
"183","sl3_02","diebro","pseudoword","0","0","1",0.571,1,-0.560366069326127
"184","sl3_02","maldad","non_cognate","1","1","0",0.995,1,-0.00501254182354429
"185","sl3_02","clan","three_way_cognate","1","1","0",0.897,1,-0.108699416923341
"186","sl3_02","total","two_way_cognate","1","1","0",0.665,1,-0.407968238326283
"187","sl3_02","sierra","non_cognate","1","1","0",0.597,1,-0.515838165589535
"188","sl3_02","civas","pseudoword","0","0","1",1.298,1,0.260824618281898
"189","sl3_02","piano","two_way_cognate","1","1","0",0.607,1,-0.499226487922639
"190","sl3_02","inichó","pseudoword","0","0","1",1.23,1,0.207014169384326
"191","sl3_02","fiscal","two_way_cognate","1","1","0",0.661,1,-0.414001439130451
"192","sl3_02","kilo","three_way_cognate","1","1","0",0.7,1,-0.356674943938732
"193","sl3_02","hotel","three_way_cognate","1","1","0",0.594,1,-0.520875959619492
"194","sl3_02","dibrea","pseudoword","0","0","1",0.833,1,-0.182721636815294
"195","sl3_02","trugo","pseudoword","0","0","1",0.699,1,-0.358104536748327
"196","sl3_02","albino","three_way_cognate","1","1","0",0.762,1,-0.271808723295491
"197","sl3_02","mauja","pseudoword","0","0","1",0.86,1,-0.150822889734584
"198","sl3_02","leniz","pseudoword","0","0","1",0.663,1,-0.410980288796275
"199","sl3_02","enorme","non_cognate","1","1","0",0.796,1,-0.228156093137754
"200","sl3_02","collar","two_way_cognate","1","1","0",0.831,1,-0.185125484126689
"201","sl3_02","pasta","two_way_cognate","1","1","0",0.597,1,-0.515838165589535
"202","sl3_02","mibro","pseudoword","0","0","1",0.695,1,-0.363843433417345
"203","sl3_02","guerra","non_cognate","1","1","0",0.697,1,-0.360969868221613
"204","sl3_02","aljizo","pseudoword","0","0","1",0.866,1,-0.143870370419702
"205","sl3_02","viable","two_way_cognate","1","1","0",0.831,1,-0.185125484126689
"206","sl3_02","mortal","two_way_cognate","1","1","0",0.693,1,-0.366725279792234
"207","sl3_02","rizate","pseudoword","0","0","1",0.6,1,-0.510825623765991
"208","sl3_02","bará","pseudoword","0","0","1",0.627,1,-0.466808738349216
"209","sl3_02","fuar","pseudoword","0","0","1",0.597,1,-0.515838165589535
"210","sl3_02","punta","non_cognate","1","1","0",0.663,1,-0.410980288796275
"211","sl3_02","sacar","non_cognate","1","1","0",0.633,1,-0.457284856837961
"212","sl3_02","boñaz","pseudoword","0","0","1",0.628,1,-0.465215112513938
"213","sl3_02","babrá","pseudoword","0","0","1",0.671,1,-0.398986142010455
"214","sl3_02","cengo","pseudoword","0","0","1",0.637,1,-0.450985623409974
"215","sl3_02","siglo","non_cognate","1","1","0",0.727,1,-0.318828801448618
"216","sl3_02","densó","pseudoword","0","0","1",0.662,1,-0.412489723045129
"217","sl3_02","anfia","pseudoword","0","0","1",0.601,1,-0.50916034444693
"218","sl3_02","dubo","pseudoword","0","0","1",0.598,1,-0.514164525031505
"219","sl3_02","tator","pseudoword","0","0","1",0.896,1,-0.109814866007207
"220","sl3_02","cricó","pseudoword","0","0","1",0.796,1,-0.228156093137754
"221","sl3_02","teñir","non_cognate","1","1","0",0.563,1,-0.574475650842447
"222","sl3_02","tradía","pseudoword","0","0","1",0.7,1,-0.356674943938732
"223","sl3_02","plago","pseudoword","0","0","1",0.596,1,-0.517514611916787
