"","ppt","word","type","correct_reponse","key_resp_lextale_trial.keys","key_resp_lextale_trial.corr","key_resp_lextale_trial.rt","is_correct","log_rt"
"1","5b20c0474c72120001f25d90","alla","pseudoword","0","0","1",1.0505,1,0.049266241302918
"2","5b20c0474c72120001f25d90","sasos","pseudoword","0","0","1",0.9632,1,-0.0374942044275805
"3","5b20c0474c72120001f25d90","barbs","pseudoword","0","0","1",1.027,1,0.0266419309464211
"4","5b20c0474c72120001f25d90","equipo","non_cognate","1","1","0",1.1481,1,0.138108402117629
"5","5b20c0474c72120001f25d90","tapa","non_cognate","1","1","0",0.6337,1,-0.456179622652666
"6","5b20c0474c72120001f25d90","martir","pseudoword","0","0","1",0.6787,1,-0.387576075272424
"7","5b20c0474c72120001f25d90","tator","pseudoword","0","0","1",0.7303,1,-0.314299870356073
"8","5b20c0474c72120001f25d90","muleta","non_cognate","1","1","0",0.6688,1,-0.402270217211645
"9","5b20c0474c72120001f25d90","gotro","pseudoword","0","0","1",0.7932,1,-0.231679882336496
"10","5b20c0474c72120001f25d90","rendir","non_cognate","1","1","0",0.8411,1,-0.173044720013745
"11","5b20c0474c72120001f25d90","listo","non_cognate","1","1","0",0.574,1,-0.555125882662571
"12","5b20c0474c72120001f25d90","kugis","pseudoword","0","0","1",0.5727,1,-0.557393259582325
"13","5b20c0474c72120001f25d90","colcha","non_cognate","1","1","0",0.6721,1,-0.397348140006217
"14","5b20c0474c72120001f25d90","tradía","pseudoword","0","0","1",0.8407,1,-0.173520400840886
"15","5b20c0474c72120001f25d90","plago","pseudoword","0","0","1",1.0985,1,0.0939456128425279
"16","5b20c0474c72120001f25d90","llevar","non_cognate","1","1","0",0.6305,1,-0.461242123577163
"17","5b20c0474c72120001f25d90","animal","two_way_cognate","1","1","0",1.0116,1,0.0115332358136731
"18","5b20c0474c72120001f25d90","portal","three_way_cognate","1","1","0",0.5587,1,-0.582142622517034
"19","5b20c0474c72120001f25d90","rumor","two_way_cognate","1","1","0",1.1821,1,0.167292517774194
"20","5b20c0474c72120001f25d90","prave","pseudoword","0","0","1",0.766,1,-0.266573109241546
"21","5b20c0474c72120001f25d90","virios","pseudoword","0","0","1",0.7096,1,-0.343053847986767
"22","5b20c0474c72120001f25d90","ozoso","pseudoword","0","0","1",0.6938,1,-0.365571544446488
"23","5b20c0474c72120001f25d90","mafia","three_way_cognate","1","1","0",0.8343,1,-0.181162229074108
"24","5b20c0474c72120001f25d90","percha","non_cognate","1","1","0",0.6176,1,-0.481914280271571
